,precision,recall,f1-score,support
0.0,0.5128298240418933,0.9263684505392721,0.6601861298454803,355201.0
1.0,0.5363177023313536,0.0882380394009929,0.15154331114946185,342834.0
accuracy,0.5147277715300809,0.5147277715300809,0.5147277715300809,0.5147277715300809
macro avg,0.5245737631866234,0.5073032449701325,0.4058647204974711,698035.0
weighted avg,0.5243656972652829,0.5147277715300809,0.4103705015391192,698035.0
