,precision,recall,f1-score,support
0.0,0.511182116753968,0.56569942089127,0.5370607950991869,355201.0
1.0,0.49413678218211393,0.4395363353693041,0.4652400638482462,342834.0
accuracy,0.5037354860429635,0.5037354860429635,0.5037354860429635,0.5037354860429635
macro avg,0.502659449468041,0.502617878130287,0.5011504294737166,698035.0
weighted avg,0.5028104445131677,0.5037354860429635,0.5017866489923513,698035.0
