,precision,recall,f1-score,support
0.0,0.5086297162402709,0.8205354151593042,0.6279862231085054,355201.0
1.0,0.49009318881734193,0.17871331314863753,0.2619178410128054,342834.0
accuracy,0.5053099056637561,0.5053099056637561,0.5053099056637561,0.5053099056637561
macro avg,0.49936145252880637,0.4996243641539708,0.44495203206065537,698035.0
weighted avg,0.4995256572138432,0.5053099056637561,0.44819482624818,698035.0
