,precision,recall,f1-score,support
0.0,0.505315365270333,0.5079856194098553,0.5066469740087802,355201.0
1.0,0.48743096636819305,0.4847623047889066,0.48609297285281616,342834.0
accuracy,0.4965796843997794,0.4965796843997794,0.4965796843997794,0.4965796843997794
macro avg,0.49637316581926305,0.49637396209938095,0.4963699734307982,698035.0
weighted avg,0.49653159366401495,0.4965796843997794,0.49655204978248246,698035.0
