,precision,recall,f1-score,support
0.0,0.5062449641155258,0.7623739798029848,0.6084537676157608,355201.0
1.0,0.48257154066844854,0.22961258218263067,0.31116812067404803,342834.0
accuracy,0.5007127149784752,0.5007127149784752,0.5007127149784752,0.5007127149784752
macro avg,0.49440825239198716,0.49599328099280776,0.4598109441449044,698035.0
weighted avg,0.4946179619536639,0.5007127149784752,0.4624444307148673,698035.0
