,precision,recall,f1-score,support
0.0,0.5131786102498165,0.9011489269455886,0.6539508590422897,355201.0
1.0,0.527410258826063,0.1142972984009754,0.1878786280568934,342834.0
accuracy,0.5146933892999634,0.5146933892999634,0.5146933892999634,0.5146933892999634
macro avg,0.5202944345379397,0.507723112673282,0.4209147435495915,698035.0
weighted avg,0.5201683643566863,0.5146933892999634,0.42504341566531384,698035.0
