,precision,recall,f1-score,support
0.0,0.507973323924599,0.49449748170754027,0.5011448274484684,355201.0
1.0,0.49027272701465124,0.5037481696681193,0.4969191084332843,342834.0
accuracy,0.49904087903901667,0.49904087903901667,0.49904087903901667,0.49904087903901667
macro avg,0.49912302546962517,0.4991228256878298,0.49903196794087634,698035.0
weighted avg,0.49927982511576413,0.49904087903901667,0.49906940121217425,698035.0
