,precision,recall,f1-score,support
0.0,0.5088994914969591,0.5203926790746648,0.5145819181987239,355201.0
1.0,0.4911860984671995,0.479692795930392,0.485371418115063,342834.0
accuracy,0.5004032749074186,0.5004032749074186,0.5004032749074186,0.5004032749074186
macro avg,0.5000427949820794,0.5000427375025284,0.49997666815689346,698035.0
weighted avg,0.5001997079818565,0.5004032749074186,0.5002354275704864,698035.0
