,precision,recall,f1-score,support
0.0,0.5102444642774289,0.5263217164366091,0.5181584104080688,355201.0
1.0,0.492672821898312,0.4765892531079181,0.48449759517017654,342834.0
accuracy,0.5018960367316825,0.5018960367316825,0.5018960367316825,0.5018960367316825
macro avg,0.5014586430878705,0.5014554847722636,0.5013280027891227,698035.0
weighted avg,0.5016143003982507,0.5018960367316825,0.5016261850450604,698035.0
