,precision,recall,f1-score,support
0.0,0.5106646042606249,0.5511639888401215,0.530141949600039,355201.0
1.0,0.4933421045941067,0.45280514768080177,0.4722052386471138,342834.0
accuracy,0.5028558739891266,0.5028558739891266,0.5028558739891266,0.5028558739891266
macro avg,0.5020033544273658,0.5019845682604617,0.5011735941235764,698035.0
weighted avg,0.502156804722391,0.5028558739891266,0.5016868229046223,698035.0
