,precision,recall,f1-score,support
0.0,0.5091541798420542,0.9020976855357953,0.6509210984722675,355201.0
1.0,0.4938505203405866,0.09896918041967832,0.16489324219575788,342834.0
accuracy,0.5076478973117394,0.5076478973117394,0.5076478973117394,0.5076478973117394
macro avg,0.5015023500913204,0.5005334329777368,0.4079071703340127,698035.0
weighted avg,0.5016379166152445,0.5076478973117394,0.412212618125722,698035.0
