,precision,recall,f1-score,support
0.0,0.5090261577826605,0.5074225579319878,0.5082230928980392,355201.0
1.0,0.4913142202568374,0.4929178552885653,0.49211473135047695,342834.0
accuracy,0.500298695624145,0.500298695624145,0.500298695624145,0.500298695624145
macro avg,0.500170189019749,0.5001702066102766,0.5001689121242581,698035.0
weighted avg,0.5003270891260344,0.500298695624145,0.5003116070516318,698035.0
