,precision,recall,f1-score,support
0.0,0.509860315540799,0.5365159444933996,0.5228486142128915,355201.0
1.0,0.4922964004638196,0.46563059673194607,0.47859235074906537,342834.0
accuracy,0.5017012040943506,0.5017012040943506,0.5017012040943506,0.5017012040943506
macro avg,0.5010783580023093,0.5010732706126728,0.5007204824809784,698035.0
weighted avg,0.5012339468608602,0.5017012040943506,0.5011125238616092,698035.0
