,precision,recall,f1-score,support
0.0,0.5091205229958078,0.5121663508830212,0.5106388950874844,355201.0
1.0,0.49141642868254143,0.4883704650063879,0.48988871219513624,342834.0
accuracy,0.5004792023322613,0.5004792023322613,0.5004792023322613,0.5004792023322613
macro avg,0.5002684758391747,0.5002684079447046,0.5002638036413103,698035.0
weighted avg,0.5004253064668452,0.5004792023322613,0.5004476178568078,698035.0
