,precision,recall,f1-score,support
0.0,0.5092311258866122,0.581307485057756,0.5428874542019806,355201.0
1.0,0.491658092897501,0.41955873688140616,0.4527560108468302,342834.0
accuracy,0.5018659522803298,0.5018659522803298,0.5018659522803298,0.5018659522803298
macro avg,0.5004446093920566,0.5004331109695811,0.4978217325244054,698035.0
weighted avg,0.5006002790210697,0.5018659522803298,0.498620156357002,698035.0
