,precision,recall,f1-score,support
0.0,0.5088446849229855,0.5112513759814865,0.5100451914245832,355201.0
1.0,0.4911271742380274,0.48872048863298273,0.4899208758048387,342834.0
accuracy,0.5001855207833418,0.5001855207833418,0.5001855207833418,0.5001855207833418
macro avg,0.49998592958050647,0.49998593230723465,0.4999830336147109,698035.0
weighted avg,0.5001428790562783,0.5001855207833418,0.500161303623571,698035.0
