,precision,recall,f1-score,support
0.0,0.5076683796589515,0.5348211294450185,0.5208911434055388,355201.0
1.0,0.48976642498054573,0.46262622727034075,0.4758096209518952,342834.0
accuracy,0.4993632124463673,0.4993632124463673,0.4993632124463673,0.4993632124463673
macro avg,0.4987174023197486,0.4987236783576796,0.49835038217871697,698035.0
weighted avg,0.4988759856812619,0.4993632124463673,0.49874973406521567,698035.0
