,precision,recall,f1-score,support
0.0,0.5103878226762263,0.5407135678109014,0.5251132251639424,355201.0
1.0,0.49293038551078705,0.46258539118057135,0.4772760445586047,342834.0
accuracy,0.5023415731302872,0.5023415731302872,0.5023415731302872,0.5023415731302872
macro avg,0.5016591040935067,0.5016494794957364,0.5011946348612736,698035.0
weighted avg,0.5018137497240445,0.5023415731302872,0.5016183975755688,698035.0
