,precision,recall,f1-score,support
0.0,0.5090367322819283,0.514134250748168,0.5115727933956992,355201.0
1.0,0.4913300931097599,0.48623240402060475,0.4887679571213483,342834.0
accuracy,0.5004304941729283,0.5004304941729283,0.5004304941729283,0.5004304941729283
macro avg,0.5001834126958441,0.5001833273843863,0.5001703752585237,698035.0
weighted avg,0.5003402658669903,0.5004304941729283,0.5003723904942962,698035.0
