,precision,recall,f1-score,support
0.0,0.5080567170713729,0.5161781639128268,0.5120852418724164,355201.0
1.0,0.49028342962901444,0.4821633793614402,0.48618950278680567,342834.0
accuracy,0.4994720895084057,0.4994720895084057,0.4994720895084057,0.4994720895084057
macro avg,0.4991700733501937,0.4991707716371335,0.4991373723296111,698035.0
weighted avg,0.49932751692093125,0.4994720895084057,0.4993667681373225,698035.0
