,precision,recall,f1-score,support
0.0,0.509841756662319,0.5073183915585823,0.5085769441355603,355201.0
1.0,0.49215013697358034,0.4946738071486492,0.49340874508674387,342834.0
accuracy,0.5011081106248254,0.5011081106248254,0.5011081106248254,0.5011081106248254
macro avg,0.5009959468179497,0.5009960993536158,0.5009928446111521,698035.0
weighted avg,0.5011526669399282,0.5011081106248254,0.5011272111670101,698035.0
