,precision,recall,f1-score,support
0.0,0.5080057445370579,0.5078898989586178,0.5079478151427312,355201.0
1.0,0.4902585188749399,0.4903743502686431,0.4903164277308461,342834.0
accuracy,0.4992872850215247,0.4992872850215247,0.4992872850215247,0.4992872850215247
macro avg,0.4991321317059989,0.49913212461363043,0.49913212143678864,698035.0
weighted avg,0.49928934441006345,0.4992872850215247,0.49928830799485724,698035.0
