,precision,recall,f1-score,support
0.0,0.5123866154927293,0.6671321308217038,0.5796085491074704,355201.0
1.0,0.4980684326710817,0.3422210165852862,0.4056923135440548,342834.0
accuracy,0.5075547787718381,0.5075547787718381,0.5075547787718381,0.5075547787718381
macro avg,0.5052275240819055,0.504676573703495,0.4926504313257626,698035.0
weighted avg,0.5053543608214354,0.5075547787718381,0.4941910575731662,698035.0
