,precision,recall,f1-score,support
0.0,0.5102150855944245,0.679319596510145,0.5827473738994771,355201.0
1.0,0.49399174614738767,0.3243581441747318,0.3915934929860672,342834.0
accuracy,0.5049832744776408,0.5049832744776408,0.5049832744776408,0.5049832744776408
macro avg,0.5021034158709061,0.5018388703424383,0.4871704334427721,698035.0
weighted avg,0.5022471293229117,0.5049832744776408,0.488863758308471,698035.0
