,precision,recall,f1-score,support
0.0,0.511932459457854,0.5822984732588028,0.5448529750732655,355201.0
1.0,0.4953658196462037,0.42482075873454794,0.4573891606277823,342834.0
accuracy,0.5049546226192096,0.5049546226192096,0.5049546226192096,0.5049546226192096
macro avg,0.5036491395520288,0.5035596159966753,0.5011210678505239,698035.0
weighted avg,0.5037958941091433,0.5049546226192096,0.5018958606569357,698035.0
