,precision,recall,f1-score,support
0.0,0.508804880499213,0.5132783973018094,0.5110318489190988,355201.0
1.0,0.4910850693677861,0.4866115962827491,0.48883809858690636,342834.0
accuracy,0.5001812230045771,0.5001812230045771,0.5001812230045771,0.5001812230045771
macro avg,0.49994497493349954,0.4999449967922792,0.49993497375300255,698035.0
weighted avg,0.5001019447876346,0.5001812230045771,0.5001315757216419,698035.0
