,precision,recall,f1-score,support
0.0,0.5084109801522715,0.5241370379024833,0.5161542524213705,355201.0
1.0,0.4906477985336616,0.4749237240180379,0.4826577300976313,342834.0
accuracy,0.4999663340663434,0.4999663340663434,0.4999663340663434,0.4999663340663434
macro avg,0.49952938934296653,0.4995303809602606,0.4994059912595009,698035.0
weighted avg,0.49968674339188773,0.4999663340663434,0.4997027181367905,698035.0
