,precision,recall,f1-score,support
0.0,0.5116339967692889,0.8801045042102922,0.64709194255505,355201.0
1.0,0.5106292517006803,0.1296166657916076,0.20675199717115886,342834.0
accuracy,0.5115087352353392,0.5115087352353392,0.5115087352353392,0.5115087352353392
macro avg,0.5111316242349846,0.5048605850009499,0.42692196986310443,698035.0
weighted avg,0.5111405247072126,0.5115087352353392,0.4308226941137241,698035.0
