,precision,recall,f1-score,support
0.0,0.5117987698715907,0.873100019425621,0.6453201047906996,355201.0
1.0,0.5104906496383658,0.13711300512784613,0.21616588030792153,342834.0
accuracy,0.511626207854907,0.511626207854907,0.511626207854907,0.511626207854907
macro avg,0.5111447097549782,0.5051065122767335,0.43074299254931053,698035.0
weighted avg,0.5111562976573931,0.511626207854907,0.43454462878114597,698035.0
