,precision,recall,f1-score,support
0.0,0.5124638269787277,0.5967719685473859,0.5514139519638728,355201.0
1.0,0.496385347294988,0.4117765449167819,0.4501396612417734,342834.0
accuracy,0.5059130272837322,0.5059130272837322,0.5059130272837322,0.5059130272837322
macro avg,0.5044245871368579,0.5042742567320839,0.5007768066028231,698035.0
weighted avg,0.5045670173575837,0.5059130272837322,0.5016739386616456,698035.0
