,precision,recall,f1-score,support
0.0,0.5075656893984276,0.5354545736076194,0.5211372768759274,355201.0
1.0,0.489643291259043,0.4617686693851835,0.47529764272664904,342834.0
accuracy,0.49926436353477976,0.49926436353477976,0.49926436353477976,0.49926436353477976
macro avg,0.49860449032873533,0.4986116214964015,0.4982174598012882,698035.0
weighted avg,0.4987632547873869,0.49926436353477976,0.4986235273734903,698035.0
