,precision,recall,f1-score,support
0.0,0.5116136120535693,0.5951841351797996,0.5502438110259583,355201.0
1.0,0.49513891570960594,0.41134193224709337,0.4493672398657207,342834.0
accuracy,0.5048915885306611,0.5048915885306611,0.5048915885306611,0.5048915885306611
macro avg,0.5033762638815876,0.5032630337134465,0.4998055254458395,698035.0
weighted avg,0.5035222039631636,0.5048915885306611,0.5006991343304503,698035.0
