,precision,recall,f1-score,support
0.0,0.510664153659792,0.7429596200461147,0.6052898062912065,355201.0
1.0,0.4962897984629559,0.26238937794967826,0.3432838953540511,342834.0
accuracy,0.5069316008509602,0.5069316008509602,0.5069316008509602,0.5069316008509602
macro avg,0.503476976061374,0.5026744989978965,0.47428685082262884,698035.0
weighted avg,0.5036043104004252,0.5069316008509602,0.4766078140268807,698035.0
