,precision,recall,f1-score,support
0.0,0.5088872013621505,0.9659488571259653,0.666594782155933,355201.0
1.0,0.49195614735161924,0.034162305955652006,0.06388810853123356,342834.0
accuracy,0.5083097552414994,0.5083097552414994,0.5083097552414994,0.5083097552414994
macro avg,0.5004216743568849,0.5000555815408086,0.36524144534358327,698035.0
weighted avg,0.5005716570547067,0.5083097552414994,0.3705804852432421,698035.0
