,precision,recall,f1-score,support
0.0,0.5094303849967018,0.7261972798500004,0.5988000598925416,355201.0
1.0,0.4926523138560093,0.2754627604029939,0.3533516548275391,342834.0
accuracy,0.5048228240704262,0.5048228240704262,0.5048228240704262,0.5048228240704262
macro avg,0.5010413494263556,0.5008300201264971,0.4760758573600403,698035.0
weighted avg,0.5011899769348594,0.5048228240704262,0.47825014691961754,698035.0
