,precision,recall,f1-score,support
0.0,0.5119004423458684,0.89366583990473,0.6509375538293701,355201.0
1.0,0.515346712518606,0.11714707409416802,0.19089945480385773,342834.0
accuracy,0.5122852005988239,0.5122852005988239,0.5122852005988239,0.5122852005988239
macro avg,0.5136235774322372,0.505406456999449,0.42091850431661393,698035.0
weighted avg,0.513593048860442,0.5122852005988239,0.42499372344649167,698035.0
