,precision,recall,f1-score,support
0.0,0.5102411504021775,0.5520170269790907,0.5303076199079358,355201.0
1.0,0.4928351054335909,0.4510287777758332,0.47100608298075197,342834.0
accuracy,0.5024175005551298,0.5024175005551298,0.5024175005551298,0.5024175005551298
macro avg,0.5015381279178842,0.501522902377462,0.5006568514443439,698035.0
weighted avg,0.5016923182938156,0.5024175005551298,0.5011821704521147,698035.0
