,precision,recall,f1-score,support
0.0,0.5110822138323431,0.5952911168605944,0.5499819878870166,355201.0
1.0,0.4943775962069438,0.40998267383048353,0.44824226691520114,342834.0
accuracy,0.504278438760234,0.504278438760234,0.504278438760234,0.504278438760234
macro avg,0.5027299050196434,0.502636895345539,0.4991121274011089,698035.0
weighted avg,0.5028778818447119,0.504278438760234,0.5000133824450954,698035.0
