,precision,recall,f1-score,support
0.0,0.5120116219619341,0.8711856104008716,0.6449653700496262,355201.0
1.0,0.5114881168456792,0.1397381823273071,0.21950716615959825,342834.0
accuracy,0.5119413782976499,0.5119413782976499,0.5119413782976499,0.5119413782976499
macro avg,0.5117498694038066,0.5054618963640893,0.43223626810461224,698035.0
weighted avg,0.5117545068415946,0.5119413782976499,0.4360051633659587,698035.0
