,precision,recall,f1-score,support
0.0,0.5108663153324372,0.5531910101604444,0.5311868942865253,355201.0
1.0,0.4936057382436839,0.45123587508823515,0.4714708033646227,342834.0
accuracy,0.5031166059008503,0.5031166059008503,0.5031166059008503,0.5031166059008503
macro avg,0.5022360267880606,0.5022134426243398,0.501328848825574,698035.0
weighted avg,0.5023889285457493,0.5031166059008503,0.5018578401343415,698035.0
